id,begin_date,end_date,type,paperless_billing,payment_method,monthly_charges,total_charges,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,gender,senior_citizen,partner,dependents,multiple_lines,target
1044,2019-11-01,,Month-to-month,Yes,Mailed check,50.25,152.3,DSL,No,No,No,Yes,No,No,Male,0,No,No,No,
1045,2017-09-01,,One year,Yes,Mailed check,19.8,572.2,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,
1046,2019-12-01,2020-01-01,Month-to-month,No,Mailed check,19.65,19.65,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,
1047,2019-01-01,2020-01-01,Month-to-month,Yes,Electronic check,43.65,526.95,DSL,No,No,Yes,Yes,No,Yes,Male,1,No,No,No,
1048,2018-10-01,,Month-to-month,Yes,Credit card (automatic),35.5,552.7,DSL,No,No,No,No,No,Yes,Female,0,Yes,Yes,No,
1049,2016-10-01,,One year,Yes,Mailed check,80.75,3208.65,DSL,No,No,Yes,Yes,Yes,Yes,Female,0,No,No,Yes,
1050,2019-08-01,2020-01-01,Month-to-month,No,Electronic check,39.5,210.75,DSL,No,No,Yes,No,No,Yes,Female,0,No,No,No,
1051,2016-08-01,2019-12-01,Month-to-month,Yes,Bank transfer (automatic),97.1,3706.95,Fiber optic,No,No,No,No,Yes,Yes,Male,0,Yes,No,Yes,
1052,2017-02-01,,One year,No,Mailed check,19.55,620.75,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,
1053,2019-06-01,2019-11-01,Month-to-month,Yes,Electronic check,80.0,412.5,Fiber optic,No,No,No,No,No,Yes,Female,0,No,No,No,
1054,2018-12-01,2019-10-01,Month-to-month,Yes,Mailed check,84.7,832.05,Fiber optic,Yes,No,No,No,Yes,No,Female,0,No,No,No,
1055,2019-09-01,2019-11-01,Month-to-month,Yes,Bank transfer (automatic),89.55,185.55,Fiber optic,No,No,No,No,Yes,Yes,Male,0,Yes,Yes,No,
1056,2018-01-01,2019-12-01,Month-to-month,Yes,Electronic check,90.6,1943.2,Fiber optic,No,No,No,Yes,Yes,No,Male,0,No,No,Yes,
1057,2017-12-01,,One year,Yes,Bank transfer (automatic),20.05,505.9,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,
1058,2014-02-01,,Two year,Yes,Electronic check,112.4,8046.85,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Female,1,Yes,No,Yes,
1059,2017-04-01,,Month-to-month,No,Bank transfer (automatic),50.2,1815.3,DSL,No,No,No,Yes,No,No,Female,0,Yes,No,No,
1060,2019-04-01,,Month-to-month,No,Bank transfer (automatic),62.25,612.95,DSL,Yes,No,No,Yes,Yes,No,Male,0,No,No,No,
1061,2018-12-01,,One year,No,Mailed check,55.7,795.15,DSL,Yes,No,No,Yes,No,No,Female,0,No,No,No,
1062,2017-11-01,2019-10-01,Month-to-month,Yes,Bank transfer (automatic),90.05,2169.8,Fiber optic,Yes,No,No,No,Yes,No,Female,0,No,No,Yes,
1063,2016-03-01,,Two year,No,Mailed check,19.65,973.1,Fiber optic,No,No,No,No,No,No,Male,0,Yes,No,No,
1064,2018-02-01,,Month-to-month,Yes,Electronic check,89.25,2210.2,Fiber optic,Yes,No,No,Yes,No,Yes,Male,0,Yes,No,No,
1065,2015-11-01,2019-12-01,Month-to-month,Yes,Bank transfer (automatic),99.05,4853.75,Fiber optic,No,Yes,No,No,Yes,Yes,Male,0,Yes,No,Yes,
1066,2018-06-01,,One year,No,Mailed check,54.0,1055.9,DSL,Yes,No,No,Yes,No,No,Male,1,No,No,No,
1067,2019-10-01,2019-12-01,Month-to-month,No,Bank transfer (automatic),69.75,144.55,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,
1068,2019-08-01,2019-10-01,Month-to-month,Yes,Credit card (automatic),49.05,91.1,DSL,No,Yes,No,No,No,No,Female,0,No,No,No,
1069,2018-04-01,,Two year,No,Bank transfer (automatic),56.75,1304.85,DSL,No,No,Yes,Yes,Yes,Yes,Male,0,No,No,No,
1070,2019-03-01,2019-10-01,Month-to-month,Yes,Bank transfer (automatic),98.05,713.0,Fiber optic,No,No,Yes,No,Yes,Yes,Male,0,No,No,Yes,
1071,2020-01-01,,Month-to-month,No,Mailed check,21.1,21.1,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,
1072,2015-03-01,,Month-to-month,Yes,Bank transfer (automatic),96.65,5580.8,Fiber optic,No,Yes,No,Yes,No,Yes,Female,0,Yes,Yes,Yes,
1073,2015-04-01,,One year,Yes,Credit card (automatic),24.5,1497.9,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,Yes,
1074,2016-05-01,2019-10-01,Month-to-month,Yes,Bank transfer (automatic),114.5,4527.45,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,No,No,Yes,
1075,2015-03-01,,Two year,Yes,Credit card (automatic),79.2,4590.35,Fiber optic,No,Yes,No,No,No,No,Female,1,No,No,Yes,
1076,2019-11-01,,Month-to-month,Yes,Electronic check,69.55,200.2,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,
1077,2017-06-01,,Two year,Yes,Bank transfer (automatic),20.05,614.45,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,
1078,2016-04-01,,Month-to-month,Yes,Electronic check,98.85,4564.9,Fiber optic,No,No,Yes,No,Yes,Yes,Male,1,Yes,No,Yes,
1079,2020-02-01,,Two year,No,Mailed check,25.75,2291.023009417808,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,Yes,
1080,2019-10-01,2019-12-01,Month-to-month,Yes,Electronic check,80.95,171.15,Fiber optic,No,No,No,No,No,Yes,Male,0,No,No,No,
1081,2015-10-01,,One year,No,Credit card (automatic),19.6,1012.4,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,
1082,2018-11-01,2019-12-01,Month-to-month,Yes,Electronic check,74.3,940.35,Fiber optic,No,No,Yes,No,No,No,Female,1,No,No,No,
1083,2018-12-01,2019-11-01,Month-to-month,No,Bank transfer (automatic),89.7,1047.7,Fiber optic,No,No,No,No,Yes,Yes,Female,1,No,No,No,
1084,2017-06-01,,Month-to-month,No,Bank transfer (automatic),87.65,2766.4,Fiber optic,Yes,No,No,Yes,No,No,Male,0,No,No,Yes,
1085,2018-05-01,2019-10-01,Month-to-month,Yes,Credit card (automatic),100.45,1622.45,Fiber optic,No,No,Yes,No,Yes,Yes,Male,1,Yes,No,Yes,
1086,2018-10-01,,Month-to-month,Yes,Credit card (automatic),74.75,1129.35,Fiber optic,No,No,No,No,No,No,Female,0,No,No,Yes,
1087,2015-11-01,,One year,No,Bank transfer (automatic),107.45,5680.9,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Female,0,No,No,Yes,
1088,2017-09-01,,One year,Yes,Bank transfer (automatic),75.35,2243.9,DSL,No,No,Yes,Yes,Yes,Yes,Male,0,No,No,No,
1089,2014-04-01,,Two year,No,Credit card (automatic),64.95,4523.25,DSL,Yes,Yes,Yes,Yes,No,No,Male,0,Yes,No,No,
1090,2014-03-01,,Two year,No,Electronic check,100.45,7159.7,Fiber optic,Yes,No,Yes,Yes,No,Yes,Female,0,Yes,Yes,Yes,
1091,2016-09-01,,One year,No,Bank transfer (automatic),68.5,2839.95,DSL,No,Yes,Yes,No,Yes,No,Male,0,Yes,Yes,Yes,
1092,2020-01-01,,Month-to-month,Yes,Electronic check,80.55,80.55,Fiber optic,No,No,No,No,Yes,No,Male,0,No,No,No,
1093,2019-07-01,,Month-to-month,No,Bank transfer (automatic),81.25,580.1,DSL,Yes,No,Yes,Yes,Yes,Yes,Female,0,Yes,No,No,
1094,2017-09-01,2019-10-01,One year,Yes,Electronic check,90.4,2178.6,Fiber optic,No,No,No,No,Yes,Yes,Male,0,Yes,Yes,No,
1095,2014-07-01,,One year,No,Electronic check,89.55,6038.55,Fiber optic,Yes,Yes,No,Yes,No,No,Male,0,Yes,Yes,Yes,
1096,2019-09-01,,Month-to-month,Yes,Mailed check,55.7,259.4,DSL,No,No,No,Yes,No,No,Male,0,Yes,Yes,Yes,
1097,2018-11-01,,Month-to-month,Yes,Electronic check,24.8,324.15,Fiber optic,No,No,No,No,No,No,Male,0,No,Yes,Yes,
1098,2018-06-01,,Month-to-month,No,Electronic check,20.0,417.65,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,
1099,2019-07-01,2019-10-01,Month-to-month,Yes,Mailed check,56.15,168.15,DSL,No,Yes,Yes,No,No,No,Male,0,Yes,Yes,No,
1100,2015-08-01,,One year,Yes,Electronic check,105.2,5637.85,Fiber optic,No,Yes,No,Yes,Yes,Yes,Male,0,Yes,Yes,Yes,
1101,2016-08-01,,One year,Yes,Mailed check,19.55,839.4,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,
1102,2019-05-01,,Month-to-month,Yes,Electronic check,79.75,769.1,Fiber optic,No,No,No,No,No,Yes,Female,0,Yes,No,No,
1103,2014-11-01,,Two year,No,Bank transfer (automatic),97.45,6253.0,Fiber optic,No,Yes,No,No,Yes,Yes,Female,0,No,No,Yes,
1104,2014-05-01,,Two year,No,Bank transfer (automatic),24.25,1641.8,Fiber optic,No,No,No,No,No,No,Female,0,Yes,No,Yes,
1105,2014-05-01,,Two year,No,Credit card (automatic),24.6,1678.05,Fiber optic,No,No,No,No,No,No,Female,0,No,No,Yes,
1106,2016-10-01,,Month-to-month,Yes,Mailed check,50.15,2058.5,DSL,No,Yes,No,No,No,No,Male,0,Yes,No,No,
1107,2015-02-01,,Two year,No,Bank transfer (automatic),39.6,2424.5,DSL,Yes,Yes,Yes,No,No,No,Male,0,No,No,No,
1108,2019-07-01,2019-11-01,Month-to-month,Yes,Bank transfer (automatic),94.4,387.2,Fiber optic,Yes,No,Yes,Yes,No,Yes,Female,0,No,No,No,
1109,2014-03-01,,Two year,No,Mailed check,89.85,6293.45,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Female,1,No,No,Yes,
1110,2016-09-01,2019-10-01,Month-to-month,Yes,Credit card (automatic),78.95,2839.65,Fiber optic,No,No,Yes,No,No,No,Female,0,Yes,No,Yes,
1111,2017-06-01,,Month-to-month,Yes,Credit card (automatic),98.85,3145.9,Fiber optic,No,Yes,No,No,Yes,Yes,Male,0,Yes,No,Yes,
1112,2016-11-01,,Two year,Yes,Credit card (automatic),53.85,2200.7,DSL,No,No,No,Yes,No,No,Male,0,No,No,Yes,
1113,2016-12-01,,One year,Yes,Electronic check,24.25,914.4,Fiber optic,No,No,No,No,No,No,Female,0,No,No,Yes,
1114,2015-10-01,,Two year,Yes,Credit card (automatic),89.45,4577.75,Fiber optic,No,No,Yes,No,No,Yes,Male,0,No,No,Yes,
1115,2016-02-01,,Month-to-month,Yes,Credit card (automatic),105.25,4997.5,Fiber optic,Yes,Yes,No,No,Yes,Yes,Female,0,Yes,Yes,Yes,
1116,2014-04-01,,Two year,No,Bank transfer (automatic),59.5,4144.8,DSL,Yes,No,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,No,
1117,2018-06-01,,Month-to-month,No,Credit card (automatic),70.55,1493.55,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,
1118,2015-12-01,,One year,Yes,Credit card (automatic),82.5,4179.1,DSL,Yes,No,Yes,Yes,Yes,Yes,Female,0,No,No,Yes,
1119,2018-03-01,2019-10-01,One year,Yes,Credit card (automatic),44.85,893.55,DSL,No,No,No,No,Yes,Yes,Female,0,No,No,No,
1120,2018-01-01,,One year,Yes,Bank transfer (automatic),61.6,1611.0,DSL,Yes,Yes,Yes,No,No,No,Male,0,Yes,Yes,No,
1121,2019-02-01,,Month-to-month,Yes,Bank transfer (automatic),49.05,593.05,DSL,No,Yes,No,No,No,No,Male,0,No,No,No,
1122,2016-10-01,2020-01-01,Month-to-month,Yes,Electronic check,105.65,4284.8,Fiber optic,No,Yes,Yes,No,Yes,Yes,Male,1,Yes,No,Yes,
1123,2019-06-01,2020-01-01,Month-to-month,No,Mailed check,74.65,544.55,Fiber optic,No,No,Yes,No,No,No,Male,0,No,No,No,
1124,2018-03-01,,One year,Yes,Mailed check,66.25,1533.8,DSL,Yes,Yes,Yes,Yes,No,No,Female,0,Yes,Yes,No,
1125,2017-11-01,,Month-to-month,Yes,Electronic check,19.4,529.8,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,
1126,2016-03-01,,Month-to-month,Yes,Credit card (automatic),86.05,3865.6,Fiber optic,No,No,No,No,Yes,No,Male,1,No,No,Yes,
1127,2017-12-01,,Two year,Yes,Credit card (automatic),19.15,515.75,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,
1128,2018-09-01,2019-11-01,Month-to-month,Yes,Bank transfer (automatic),64.7,941.0,DSL,Yes,No,No,No,Yes,No,Female,0,Yes,No,Yes,
1129,2019-02-01,2020-01-01,Month-to-month,Yes,Bank transfer (automatic),104.05,1133.65,Fiber optic,No,No,Yes,Yes,Yes,Yes,Female,1,Yes,No,Yes,
1130,2019-12-01,,Month-to-month,No,Mailed check,19.25,48.35,Fiber optic,No,No,No,No,No,No,Male,0,No,Yes,No,
1131,2017-12-01,,Month-to-month,No,Electronic check,81.95,2070.05,Fiber optic,Yes,Yes,No,No,No,No,Female,0,Yes,Yes,No,
1132,2014-02-01,,Two year,Yes,Bank transfer (automatic),114.65,8333.95,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Female,1,Yes,No,Yes,
1133,2014-11-01,,Two year,No,Credit card (automatic),20.0,1209.25,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,
1134,2014-03-01,,Two year,No,Mailed check,19.8,1396.25,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,
1135,2019-03-01,,Month-to-month,Yes,Bank transfer (automatic),65.15,723.35,DSL,Yes,No,No,No,Yes,No,Male,0,Yes,Yes,Yes,
1136,2018-12-01,,One year,No,Mailed check,19.65,228.65,Fiber optic,No,No,No,No,No,No,Male,1,Yes,No,No,
1137,2019-01-01,,Two year,No,Credit card (automatic),88.95,1161.75,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,No,Yes,Yes,
1138,2019-08-01,,Month-to-month,Yes,Mailed check,20.2,98.35,Fiber optic,No,No,No,No,No,No,Male,0,No,Yes,No,
1139,2019-03-01,,Month-to-month,Yes,Credit card (automatic),75.2,775.3,Fiber optic,No,No,No,No,No,No,Male,1,Yes,Yes,Yes,
1140,2018-08-01,,Month-to-month,No,Credit card (automatic),56.8,1074.65,DSL,No,Yes,No,No,No,No,Male,0,Yes,No,Yes,
1141,2019-10-01,2019-11-01,Month-to-month,Yes,Electronic check,35.55,35.55,DSL,No,No,No,No,No,Yes,Male,0,No,No,No,
1142,2017-06-01,,Month-to-month,Yes,Bank transfer (automatic),75.5,2324.7,Fiber optic,Yes,No,No,No,No,No,Female,0,Yes,No,No,
1143,2017-09-01,,One year,No,Mailed check,35.6,1072.6,DSL,Yes,No,No,Yes,No,No,Male,0,No,No,No,
1144,2019-11-01,,Month-to-month,Yes,Electronic check,60.25,170.5,DSL,No,No,No,No,Yes,No,Female,0,No,No,Yes,
1145,2019-09-01,2019-11-01,Month-to-month,Yes,Electronic check,95.15,196.9,Fiber optic,No,No,No,No,Yes,Yes,Female,0,No,No,Yes,
1146,2018-12-01,2020-01-01,Month-to-month,Yes,Mailed check,96.65,1162.85,Fiber optic,No,No,Yes,No,Yes,Yes,Male,0,Yes,Yes,No,
1147,2016-09-01,,Month-to-month,Yes,Electronic check,40.35,1677.85,DSL,No,Yes,No,No,No,Yes,Female,0,No,No,No,
1148,2020-01-01,,Month-to-month,No,Electronic check,18.85,18.85,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,
1149,2019-07-01,,Month-to-month,No,Mailed check,54.85,370.4,DSL,No,No,No,No,Yes,No,Male,0,No,No,No,
1150,2015-10-01,,One year,Yes,Mailed check,64.3,3410.6,DSL,Yes,No,Yes,No,Yes,No,Female,0,Yes,No,No,
1151,2016-05-01,,Two year,Yes,Bank transfer (automatic),24.65,1138.8,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,Yes,
1152,2014-04-01,,Two year,No,Credit card (automatic),76.1,5264.25,DSL,No,Yes,Yes,Yes,Yes,No,Male,0,Yes,No,Yes,
1153,2015-09-01,,Two year,No,Mailed check,18.7,1005.7,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,
1154,2014-12-01,,One year,Yes,Credit card (automatic),97.95,5936.55,Fiber optic,No,Yes,Yes,No,Yes,No,Female,1,Yes,No,Yes,
1155,2015-02-01,,Month-to-month,Yes,Credit card (automatic),94.1,5475.9,Fiber optic,Yes,Yes,No,No,No,Yes,Female,0,Yes,No,Yes,
1156,2019-08-01,2019-11-01,Month-to-month,Yes,Electronic check,80.4,224.05,Fiber optic,No,No,No,No,Yes,No,Female,1,Yes,No,No,
1157,2018-03-01,,Month-to-month,Yes,Electronic check,95.1,2326.05,Fiber optic,Yes,No,No,No,Yes,Yes,Female,1,Yes,No,No,
1158,2019-12-01,2020-01-01,Month-to-month,Yes,Mailed check,31.35,31.35,DSL,No,Yes,No,No,No,No,Male,0,No,Yes,No,
1159,2014-07-01,,One year,Yes,Bank transfer (automatic),72.35,4991.5,DSL,Yes,No,Yes,Yes,No,Yes,Female,0,No,No,No,
1160,2018-11-01,2019-11-01,Month-to-month,Yes,Bank transfer (automatic),89.75,1052.4,Fiber optic,No,Yes,No,No,Yes,No,Female,0,No,No,Yes,
1161,2014-03-01,,Two year,Yes,Bank transfer (automatic),82.7,5831.2,DSL,Yes,Yes,Yes,Yes,No,Yes,Female,1,Yes,No,Yes,
1162,2018-01-01,,One year,No,Credit card (automatic),19.9,510.8,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,
1163,2019-09-01,,Month-to-month,Yes,Electronic check,53.8,283.95,DSL,Yes,No,No,No,No,No,Female,0,No,No,Yes,
1164,2017-12-01,,One year,Yes,Credit card (automatic),51.55,1295.4,DSL,No,No,No,No,No,No,Male,0,No,No,Yes,
1165,2020-01-01,,One year,No,Mailed check,19.65,19.65,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,
1166,2014-04-01,,One year,Yes,Credit card (automatic),44.05,3011.65,DSL,No,Yes,Yes,No,Yes,No,Male,1,No,No,No,
1167,2014-02-01,,Two year,Yes,Electronic check,114.0,8093.15,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,Yes,
1168,2014-12-01,2019-12-01,One year,Yes,Electronic check,94.4,5610.25,Fiber optic,No,Yes,No,No,Yes,Yes,Male,0,Yes,No,No,
1169,2017-06-01,,Month-to-month,Yes,Electronic check,100.4,3217.65,Fiber optic,No,Yes,No,No,Yes,Yes,Female,1,Yes,Yes,Yes,
1170,2019-09-01,2019-10-01,Month-to-month,Yes,Electronic check,19.85,19.85,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,
1171,2018-12-01,,One year,Yes,Mailed check,54.25,773.2,DSL,No,Yes,No,No,No,No,Female,0,No,No,Yes,
1172,2019-01-01,,Month-to-month,Yes,Credit card (automatic),80.0,1029.35,Fiber optic,Yes,No,No,No,No,No,Female,0,No,No,Yes,
1173,2019-05-01,2019-11-01,Month-to-month,Yes,Credit card (automatic),109.9,669.45,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Female,0,No,No,Yes,
1174,2016-04-01,,Two year,No,Mailed check,79.2,3593.8,DSL,Yes,No,Yes,No,Yes,Yes,Female,0,No,No,Yes,
1175,2018-07-01,2019-10-01,Month-to-month,Yes,Electronic check,101.35,1553.95,Fiber optic,No,No,Yes,Yes,Yes,Yes,Male,0,No,No,No,
1176,2016-07-01,,Month-to-month,Yes,Electronic check,94.3,3953.15,Fiber optic,No,Yes,No,Yes,Yes,No,Male,1,Yes,No,Yes,
1177,2016-11-01,,Two year,Yes,Bank transfer (automatic),49.8,1971.15,DSL,No,No,No,Yes,No,No,Male,0,No,No,No,
1178,2018-01-01,2019-10-01,Month-to-month,Yes,Bank transfer (automatic),60.05,1236.15,DSL,No,No,Yes,No,Yes,No,Male,1,No,No,No,
1179,2015-05-01,,Month-to-month,Yes,Electronic check,53.75,3196.0,DSL,Yes,No,Yes,No,Yes,Yes,Male,0,No,No,No,
1180,2015-09-01,,One year,Yes,Electronic check,93.45,4872.2,Fiber optic,No,No,No,Yes,Yes,Yes,Female,0,Yes,No,No,
1181,2018-08-01,,Month-to-month,Yes,Mailed check,87.9,1500.5,Fiber optic,Yes,No,Yes,No,Yes,No,Male,0,Yes,Yes,No,
1182,2019-11-01,2019-12-01,Month-to-month,Yes,Electronic check,60.15,60.15,DSL,No,No,No,No,No,Yes,Female,0,No,No,Yes,
1183,2015-04-01,,One year,Yes,Bank transfer (automatic),61.05,3478.75,DSL,Yes,No,No,Yes,No,No,Female,0,Yes,No,Yes,
1184,2014-03-01,,Two year,No,Bank transfer (automatic),104.05,7413.55,Fiber optic,No,No,Yes,No,Yes,Yes,Female,1,No,No,Yes,
1185,2017-03-01,,One year,Yes,Electronic check,99.25,3532.0,Fiber optic,No,No,Yes,Yes,Yes,Yes,Female,0,No,No,No,
1186,2019-11-01,,Month-to-month,No,Credit card (automatic),85.7,256.75,Fiber optic,No,No,Yes,No,No,Yes,Male,0,No,No,No,
1187,2016-12-01,,One year,Yes,Electronic check,104.85,3887.25,Fiber optic,Yes,Yes,No,No,Yes,Yes,Male,0,No,No,Yes,
1188,2017-03-01,,Two year,Yes,Credit card (automatic),69.15,2490.15,DSL,Yes,Yes,Yes,Yes,No,No,Male,0,Yes,Yes,Yes,
1189,2019-03-01,2019-10-01,Month-to-month,Yes,Electronic check,90.45,593.45,Fiber optic,No,No,Yes,No,Yes,No,Male,0,No,No,Yes,
1190,2016-03-01,,Two year,No,Mailed check,74.45,3510.3,DSL,No,No,Yes,Yes,Yes,Yes,Female,0,No,No,No,
1191,2018-12-01,,Month-to-month,No,Electronic check,50.45,765.45,DSL,No,Yes,No,No,No,No,Female,0,No,No,No,
1192,2018-06-01,,Month-to-month,Yes,Electronic check,60.0,1259.35,DSL,No,Yes,No,No,No,Yes,Female,1,Yes,No,No,
1193,2014-08-01,,Two year,No,Electronic check,85.25,5538.35,DSL,Yes,Yes,No,Yes,Yes,Yes,Male,0,Yes,No,Yes,
1194,2018-11-01,,Month-to-month,Yes,Credit card (automatic),19.45,340.85,Fiber optic,No,No,No,No,No,No,Male,0,Yes,No,No,
1195,2016-08-01,,Two year,Yes,Bank transfer (automatic),20.75,844.45,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,
1196,2018-09-01,,Month-to-month,No,Electronic check,78.9,1348.95,Fiber optic,Yes,No,No,No,No,No,Female,0,Yes,No,Yes,
1197,2017-01-01,,One year,Yes,Credit card (automatic),104.5,3778.0,Fiber optic,No,Yes,No,Yes,Yes,Yes,Male,0,No,No,Yes,
1198,2019-02-01,,Month-to-month,Yes,Electronic check,49.4,611.65,DSL,No,Yes,No,No,No,No,Female,0,No,No,No,
1199,2015-07-01,2019-12-01,One year,Yes,Bank transfer (automatic),94.25,4867.95,Fiber optic,No,Yes,No,No,Yes,Yes,Male,0,Yes,No,No,
1200,2015-02-01,,Two year,No,Mailed check,25.0,1505.05,Fiber optic,No,No,No,No,No,No,Female,0,No,No,Yes,
1201,2018-08-01,,Month-to-month,No,Credit card (automatic),25.55,467.85,DSL,No,No,No,No,No,No,Male,0,Yes,Yes,No,
1202,2019-12-01,2020-01-01,Month-to-month,Yes,Electronic check,74.9,74.9,Fiber optic,No,No,No,No,No,No,Male,0,No,No,Yes,
1203,2019-11-01,,Month-to-month,Yes,Electronic check,70.15,194.2,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,
1204,2019-05-01,,Month-to-month,Yes,Credit card (automatic),69.4,571.45,DSL,No,No,No,Yes,Yes,Yes,Female,0,No,Yes,No,
1205,2019-10-01,2019-11-01,Month-to-month,Yes,Electronic check,80.25,80.25,Fiber optic,No,No,No,No,Yes,No,Female,0,No,No,No,
1206,2015-06-01,,One year,Yes,Electronic check,93.15,5253.95,Fiber optic,Yes,Yes,Yes,No,No,No,Male,0,Yes,No,Yes,
1207,2018-06-01,2019-11-01,Month-to-month,Yes,Electronic check,69.0,1149.65,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,
1208,2019-01-01,2019-12-01,Month-to-month,Yes,Electronic check,66.35,740.8,DSL,No,No,No,Yes,No,Yes,Female,0,Yes,Yes,Yes,
1209,2019-07-01,,Month-to-month,Yes,Electronic check,69.55,521.35,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,
1210,2014-05-01,,Two year,No,Bank transfer (automatic),20.2,1412.65,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,
1211,2018-04-01,2019-11-01,Month-to-month,Yes,Bank transfer (automatic),86.0,1532.45,Fiber optic,No,No,No,No,No,Yes,Male,0,No,No,Yes,
1212,2019-08-01,2019-11-01,Month-to-month,Yes,Electronic check,80.3,250.05,Fiber optic,No,No,No,No,No,Yes,Female,0,Yes,Yes,No,
1213,2015-08-01,,Two year,No,Credit card (automatic),20.4,1090.6,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,
1214,2014-12-01,,One year,Yes,Credit card (automatic),23.75,1446.8,Fiber optic,No,No,No,No,No,No,Male,0,Yes,No,Yes,
1215,2017-10-01,2019-10-01,Month-to-month,Yes,Credit card (automatic),90.55,2282.55,Fiber optic,No,Yes,No,No,Yes,No,Male,0,No,No,Yes,
1216,2014-12-01,,Month-to-month,Yes,Credit card (automatic),70.45,4300.45,DSL,No,No,No,No,Yes,Yes,Female,0,Yes,Yes,Yes,
1217,2018-09-01,,Month-to-month,No,Bank transfer (automatic),65.75,1111.2,DSL,Yes,No,No,No,No,Yes,Male,0,No,No,Yes,
1218,2019-05-01,,Month-to-month,Yes,Mailed check,24.6,190.1,DSL,No,No,No,No,No,No,Male,0,No,No,No,
1219,2014-10-01,,Two year,No,Mailed check,69.25,4447.75,DSL,Yes,No,Yes,Yes,Yes,No,Male,0,Yes,Yes,No,
1220,2019-09-01,2019-11-01,Month-to-month,Yes,Electronic check,75.9,143.35,Fiber optic,No,No,No,No,No,No,Female,0,No,No,Yes,
1221,2019-09-01,2019-10-01,Month-to-month,Yes,Mailed check,45.85,45.85,DSL,No,No,No,No,No,No,Male,0,Yes,Yes,No,
1222,2018-07-01,2019-11-01,Month-to-month,Yes,Electronic check,49.95,810.2,DSL,No,No,No,Yes,Yes,Yes,Female,0,Yes,No,No,
1223,2014-02-01,,Two year,No,Bank transfer (automatic),24.65,1830.05,Fiber optic,No,No,No,No,No,No,Female,0,Yes,No,Yes,
1224,2017-08-01,,One year,No,Bank transfer (automatic),90.4,2820.65,Fiber optic,Yes,Yes,Yes,No,No,No,Male,0,No,No,Yes,
1225,2016-01-01,,Month-to-month,Yes,Mailed check,100.85,4847.35,Fiber optic,Yes,No,No,No,Yes,Yes,Female,0,Yes,No,Yes,
1226,2015-01-01,,Two year,No,Credit card (automatic),75.35,4729.3,DSL,Yes,No,Yes,Yes,No,Yes,Male,0,Yes,No,Yes,
1227,2016-03-01,,Month-to-month,No,Electronic check,87.2,4017.45,Fiber optic,No,Yes,No,No,Yes,No,Male,0,Yes,Yes,Yes,
1228,2018-06-01,,Month-to-month,No,Credit card (automatic),64.4,1398.6,DSL,Yes,No,Yes,No,No,Yes,Male,0,No,No,No,
1229,2017-02-01,2019-12-01,Month-to-month,No,Electronic check,78.3,2564.3,Fiber optic,No,No,No,No,Yes,No,Male,0,Yes,Yes,No,
1230,2014-04-01,,Two year,No,Bank transfer (automatic),24.7,1685.9,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,Yes,
